customer_id,frequency,monetary,recency_days,churned
12513.0,1,612.29,112,0
12514.0,2,1597.76,266,0
12515.0,1,383.7,352,0
12516.0,4,2648.62,77,0
12517.0,5,2502.84,27,0
12518.0,5,2056.89,0,0
12519.0,2,726.54,63,0
12520.0,5,2634.26,78,0
12521.0,1,599.68,142,0
12522.0,2,192.72,38,0
12523.0,23,4372.15,18,0
12524.0,17,11126.11,8,0
12525.0,3,973.73,497,1
12526.0,3,1316.66,0,0
12527.0,5,735.51,81,0
12528.0,6,1933.48,8,0
12529.0,1,316.48,527,1
12530.0,9,3759.26,59,0
12531.0,2,1933.2,14,0
12532.0,1,349.83,29,0
12533.0,2,1367.89,627,1
12534.0,1,1089.18,130,0
12535.0,2,716.35,91,0
12536.0,3,12601.83,42,0
12537.0,1,732.94,408,1
12538.0,2,640.45,28,0
12539.0,7,11214.75,21,0
12540.0,33,22254.49,19,0
12541.0,3,981.18,29,0
12542.0,2,481.88,483,1
12543.0,1,980.25,447,1
12544.0,1,372.7,35,0
12545.0,2,1000.39,74,0
12546.0,2,1161.5,46,0
12547.0,3,383.58,197,0
12548.0,1,95.2,165,0
12549.0,6,1575.68,575,1
12550.0,1,964.83,78,0
12551.0,1,168.0,357,0
12552.0,2,437.82,38,0
12553.0,12,4608.75,7,0
12554.0,1,468.5,448,1
12555.0,1,129.23,681,1
12556.0,2,603.71,49,0
12557.0,8,18716.14,15,0
12558.0,1,269.96,7,0
12559.0,2,561.71,310,0
12560.0,3,2134.01,4,0
12561.0,1,238.85,302,0
12562.0,9,4966.92,7,0
12563.0,1,249.24,408,1
12564.0,1,456.9,260,0
12565.0,1,145.92,288,0
12566.0,1,351.65,85,0
12567.0,15,13709.86,22,0
12568.0,1,70.0,644,1
12569.0,32,4124.69,1,0
12570.0,1,77.52,681,1
12571.0,2,519.61,39,0
12572.0,2,1020.42,8,0
12573.0,5,717.41,226,0
12574.0,1,218.45,315,0
12575.0,2,622.82,456,1
12576.0,8,2142.72,35,0
12577.0,8,1653.75,34,0
12578.0,4,4642.45,20,0
12579.0,1,440.42,77,0
12580.0,2,1052.9,246,0
12581.0,1,197.71,39,0
12582.0,4,1980.4,238,0
12583.0,27,14447.44,2,0
12584.0,9,2338.15,3,0
12585.0,2,2040.1,233,0
12586.0,4,2062.67,16,0
12587.0,1,144.0,7,0
12588.0,4,958.78,38,0
12589.0,8,4695.66,28,0
12590.0,2,9864.26,210,0
12591.0,3,1352.15,316,0
12592.0,5,2582.66,91,0
12593.0,3,418.1,108,0
12594.0,15,5090.11,37,0
12595.0,1,299.02,504,1
12596.0,2,618.27,50,0
12597.0,4,3811.22,18,0
12598.0,11,4534.09,9,0
12599.0,13,2296.72,28,0
12600.0,21,5043.92,28,0
12601.0,6,681.26,189,0
12602.0,1,153.12,58,0
12603.0,1,739.2,21,0
12604.0,2,254.18,78,0
12605.0,4,1232.95,375,1
12606.0,1,21.0,681,1
12607.0,1,1579.51,59,0
12608.0,1,415.79,404,1
12609.0,9,3435.86,77,0
12610.0,5,2099.54,22,0
12611.0,1,1193.32,51,0
12612.0,1,704.04,73,0
12613.0,10,6835.07,56,0
12614.0,1,315.6,277,0
12615.0,8,5740.98,1,0
12616.0,3,1131.1,94,0
12617.0,1,355.53,28,0
12618.0,1,177.31,21,0
12619.0,10,3781.38,15,0
12620.0,3,1339.41,14,0
12621.0,35,24775.81,1,0
12622.0,1,180.1,231,0
12623.0,7,3747.84,275,0
12624.0,2,641.13,105,0
12625.0,4,5164.88,211,0
12626.0,9,6620.48,22,0
12627.0,7,4478.53,10,0
12628.0,3,786.46,3,0
12629.0,2,1558.22,385,1
12630.0,2,1270.88,9,0
12631.0,6,3481.57,56,0
12632.0,2,804.88,520,1
12633.0,7,5678.16,58,0
12634.0,2,490.0,535,1
12635.0,4,2930.41,89,0
12636.0,1,141.0,738,1
12637.0,12,8340.31,66,0
12638.0,2,921.49,32,0
12639.0,3,1312.37,238,0
12640.0,3,1174.58,23,0
12641.0,1,185.9,114,0
12642.0,3,1013.26,24,0
12643.0,12,8350.42,127,0
12644.0,4,1918.49,129,0
12645.0,8,3539.3,33,0
12646.0,2,1346.97,4,0
12647.0,36,17924.35,21,0
12648.0,4,1112.0,154,0
12649.0,8,2294.65,106,0
12650.0,1,314.44,2,0
12651.0,4,377.75,334,0
12652.0,2,1017.03,330,0
12653.0,3,4160.83,148,0
12654.0,5,601.98,10,0
12655.0,1,261.35,423,1
12656.0,8,6407.83,16,0
12657.0,4,1643.18,10,0
12658.0,1,686.05,18,0
12659.0,1,91.68,29,0
12660.0,1,245.1,10,0
12661.0,1,162.0,435,1
12662.0,20,6988.02,0,0
12663.0,2,239.4,624,1
12664.0,11,6070.04,7,0
12665.0,3,313.6,324,0
12666.0,1,1248.42,393,1
12667.0,1,620.13,57,0
12668.0,10,11444.68,11,0
12669.0,3,2744.03,150,0
12670.0,7,3760.29,9,0
12671.0,1,2622.48,605,1
12672.0,2,437.05,329,0
12673.0,3,1230.02,4,0
12674.0,4,1970.6,38,0
12675.0,2,958.5,553,1
12676.0,11,2843.09,24,0
12677.0,2,395.1,554,1
12678.0,21,34281.18,41,0
12679.0,4,1113.02,58,0
12680.0,4,880.81,0,0
12681.0,45,30868.28,14,0
12682.0,52,24033.91,3,0
12683.0,21,12696.78,3,0
12684.0,7,2283.63,7,0
12685.0,6,2863.08,27,0
12686.0,1,178.28,371,1
12687.0,2,2138.91,480,1
12688.0,1,4873.81,113,0
12689.0,2,1247.61,25,0
12690.0,1,389.01,205,0
12691.0,7,1170.4,27,0
12692.0,1,110.95,636,1
12693.0,7,1703.02,126,0
12694.0,3,1843.35,69,0
12695.0,7,1407.12,6,0
12696.0,2,851.91,434,1
12697.0,3,957.59,28,0
12698.0,1,339.75,589,1
12699.0,1,638.11,417,1
12700.0,4,4939.99,7,0
12701.0,6,2446.41,79,0
12702.0,1,219.0,19,0
12703.0,4,1006.53,70,0
12704.0,8,2340.84,6,0
12705.0,14,11762.1,14,0
12707.0,1,603.42,291,0
12708.0,18,5314.1,29,0
12709.0,34,31093.34,14,0
12710.0,3,1149.02,96,0
12711.0,2,1339.05,611,1
12712.0,21,7193.66,28,0
12713.0,1,848.55,0,0
12714.0,12,14093.71,8,0
12715.0,1,353.86,105,0
12716.0,2,1053.49,3,0
12717.0,3,1308.91,150,0
12718.0,1,238.25,70,0
12719.0,2,644.95,4,0
12720.0,30,8260.67,2,0
12721.0,8,4013.08,31,0
12722.0,4,997.63,84,0
12723.0,5,725.07,3,0
12724.0,7,2317.52,4,0
12725.0,4,2694.56,370,1
12726.0,11,4014.6,27,0
12727.0,10,5679.53,10,0
12728.0,5,1070.17,70,0
12729.0,1,453.01,113,0
12730.0,1,829.25,521,1
12731.0,17,25775.71,23,0
12732.0,1,236.26,179,0
12733.0,4,2424.87,233,0
12734.0,3,639.65,352,0
12735.0,2,779.57,314,0
12736.0,1,234.0,332,0
12737.0,2,3710.5,498,1
12738.0,1,310.7,371,1
12739.0,4,2726.73,77,0
12740.0,1,427.6,63,0
12741.0,2,406.07,528,1
12742.0,1,1201.52,625,1
12743.0,2,546.43,133,0
12744.0,11,25317.06,51,0
12745.0,3,925.41,486,1
12746.0,1,254.55,540,1
12747.0,26,9276.54,1,0
12748.0,336,56599.39,0,0
12749.0,9,6897.36,3,0
12750.0,1,275.88,128,0
12751.0,1,268.27,444,1
12752.0,1,4366.78,80,0
12753.0,6,21429.39,22,0
12754.0,3,3010.74,235,0
12755.0,11,9030.66,280,0
12756.0,1,112.08,86,0
12757.0,13,7857.1,15,0
12758.0,7,9903.24,116,0
12759.0,8,5020.74,51,0
12760.0,1,347.8,455,1
12761.0,2,782.95,457,1
12762.0,2,1898.52,7,0
12763.0,2,814.16,137,0
12764.0,1,1693.88,316,0
12765.0,6,1404.58,471,1
12766.0,9,10068.28,3,0
12767.0,1,949.82,375,1
12768.0,1,168.69,450,1
12769.0,1,1143.6,238,0
12770.0,2,3246.45,210,0
12771.0,1,282.3,485,1
12772.0,1,892.47,59,0
12773.0,1,124.25,563,1
12774.0,1,98.7,535,1
12775.0,7,1686.12,16,0
12776.0,1,55.5,667,1
12777.0,1,519.45,457,1
12778.0,9,1775.68,19,0
12779.0,14,6722.27,37,0
12780.0,1,337.4,598,1
12781.0,2,826.74,63,0
12782.0,11,4618.24,4,0
12783.0,6,2225.91,1,0
12784.0,3,1804.75,8,0
12785.0,3,1100.4,363,0
12786.0,1,728.5,609,1
12787.0,4,862.18,9,0
12788.0,4,444.9,462,1
12789.0,3,273.35,64,0
12790.0,2,591.85,191,0
12791.0,6,1056.11,373,1
12792.0,2,827.01,256,0
12793.0,3,1017.33,334,0
12794.0,2,860.41,52,0
12795.0,1,430.48,18,0
12796.0,1,381.0,627,1
12797.0,2,806.11,365,0
12798.0,4,8510.93,9,0
12799.0,1,219.35,528,1
12800.0,3,584.25,469,1
12801.0,1,1071.82,500,1
12802.0,7,2416.42,186,0
12803.0,1,1092.81,392,1
12804.0,2,327.02,465,1
12805.0,4,1434.95,381,1
12806.0,4,2878.96,434,1
12807.0,1,330.35,382,1
12808.0,5,906.1,36,0
12809.0,3,1755.94,177,0
12810.0,2,534.99,534,1
12811.0,5,1033.9,260,0
12812.0,1,229.64,44,0
12813.0,3,1687.8,501,1
12814.0,1,125.92,101,0
12815.0,2,1063.46,147,0
12816.0,2,572.2,95,0
12817.0,3,690.98,280,0
12818.0,1,1542.08,261,0
12819.0,1,540.52,457,1
12820.0,11,2689.52,2,0
12821.0,2,220.8,213,0
12822.0,2,948.88,70,0
12823.0,18,6501.5,74,0
12824.0,1,397.12,59,0
12825.0,2,518.63,520,1
12826.0,12,2955.75,2,0
12827.0,3,430.15,5,0
12828.0,6,1018.71,2,0
12829.0,3,385.3,336,0
12830.0,6,6814.64,37,0
12831.0,3,451.11,261,0
12832.0,2,383.03,31,0
12833.0,1,417.38,144,0
12834.0,1,312.38,282,0
12835.0,41,6043.31,427,1
12836.0,15,6585.62,58,0
12837.0,2,688.41,172,0
12838.0,10,3398.48,33,0
12839.0,26,10071.73,2,0
12840.0,7,4041.97,143,0
12841.0,40,7540.68,4,0
12842.0,4,1917.99,69,0
12843.0,30,6588.41,65,0
12844.0,4,648.6,28,0
12845.0,4,354.09,266,0
12846.0,1,15.58,681,1
12847.0,2,1636.9,21,0
12848.0,1,208.0,675,1
12849.0,6,3090.56,30,0
12850.0,1,330.0,445,1
12851.0,2,284.13,96,0
12852.0,1,311.55,294,0
12853.0,11,3907.5,134,0
12854.0,7,2994.02,78,0
12855.0,4,650.94,372,1
12856.0,6,2179.93,7,0
12857.0,6,3688.0,210,0
12858.0,1,177.92,382,1
12859.0,1,575.1,458,1
12860.0,1,55.47,692,1
12861.0,1,68.25,619,1
12862.0,2,1008.32,425,1
12863.0,6,2792.55,51,0
12864.0,2,299.57,137,0
12865.0,4,3323.47,25,0
12866.0,3,1227.35,282,0
12867.0,13,7913.29,25,0
12868.0,8,2247.06,185,0
12869.0,1,337.67,681,1
12870.0,3,1676.95,374,1
12871.0,3,744.02,83,0
12872.0,12,3685.49,326,0
12873.0,3,2027.3,281,0
12874.0,2,948.42,384,1
12875.0,5,1356.99,142,0
12876.0,4,4081.79,57,0
12877.0,20,2955.17,3,0
12878.0,2,854.99,235,0
12879.0,3,573.22,44,0
12880.0,2,640.13,381,1
12881.0,1,298.0,275,0
12882.0,2,1463.04,8,0
12883.0,4,703.47,24,0
12884.0,1,309.05,87,0
12885.0,3,1175.22,62,0
12886.0,2,1378.4,67,0
12887.0,1,222.4,383,1
12888.0,2,354.12,213,0
12889.0,4,385.46,380,1
12890.0,2,717.27,23,0
12891.0,11,840.5,185,0
12892.0,1,263.38,396,1
12893.0,1,188.14,30,0
12894.0,1,157.35,574,1
12895.0,2,372.8,41,0
12897.0,4,514.25,204,0
12898.0,2,310.96,463,1
12899.0,1,366.4,413,1
12900.0,1,340.33,421,1
12901.0,28,17654.54,8,0
12902.0,1,138.68,264,0
12903.0,1,833.53,428,1
12904.0,2,509.58,17,0
12905.0,2,1018.42,576,1
12906.0,5,2919.81,11,0
12907.0,2,508.91,395,1
12908.0,5,1776.0,175,0
12909.0,8,3103.19,39,0
12910.0,13,5796.52,22,0
12911.0,1,1680.47,551,1
12912.0,5,1662.3,2,0
12913.0,13,6700.86,4,0
12914.0,1,223.98,400,1
12915.0,4,1174.75,148,0
12916.0,7,4654.02,138,0
12917.0,6,4359.2,127,0
12918.0,1,10953.5,625,1
12919.0,6,1335.19,7,0
12920.0,4,488.09,16,0
12921.0,74,35921.04,8,0
12922.0,1,405.38,160,0
12923.0,3,789.87,63,0
12924.0,12,2469.4,87,0
12925.0,3,729.33,4,0
12926.0,4,1548.46,410,1
12927.0,1,197.31,394,1
12928.0,12,4304.89,34,0
12929.0,1,117.85,311,0
12930.0,2,415.8,77,0
12931.0,57,92347.34,21,0
12932.0,8,1698.56,538,1
12933.0,8,1687.03,23,0
12934.0,1,181.65,736,1
12935.0,15,4243.86,1,0
12936.0,4,1063.9,16,0
12937.0,9,3097.61,14,0
12938.0,1,114.14,25,0
12939.0,20,25264.8,63,0
12940.0,2,913.54,54,0
12941.0,1,377.49,723,1
12942.0,3,942.65,130,0
12943.0,2,496.5,557,1
12944.0,2,604.51,35,0
12945.0,2,900.11,287,0
12946.0,1,324.45,436,1
12947.0,6,1908.03,143,0
12948.0,9,2317.43,15,0
12949.0,22,15526.7,30,0
12950.0,3,1843.0,1,0
12951.0,15,3213.72,8,0
12952.0,4,1387.79,5,0
12953.0,2,828.81,9,0
12954.0,1,162.45,638,1
12955.0,11,4757.16,0,0
12956.0,4,521.89,305,0
12957.0,13,8706.97,9,0
12958.0,2,539.49,399,1
12959.0,1,150.95,483,1
12960.0,4,1322.07,413,1
12961.0,1,211.99,378,1
12962.0,2,266.39,6,0
12963.0,12,3601.59,7,0
12964.0,1,132.24,436,1
12965.0,1,771.91,88,0
12966.0,1,160.18,9,0
12967.0,3,4306.92,357,0
12968.0,1,135.95,111,0
12969.0,1,122.45,602,1
12970.0,10,1524.97,6,0
12971.0,116,15972.79,3,0
12972.0,4,1161.2,413,1
12973.0,1,385.55,413,1
12974.0,2,408.95,197,0
12975.0,6,2100.09,436,1
12976.0,8,3156.38,211,0
12977.0,4,517.63,155,0
12978.0,5,2502.82,384,1
12979.0,1,517.7,728,1
12980.0,21,16245.78,157,0
12981.0,2,372.22,29,0
12982.0,8,2744.81,242,0
12983.0,1,490.08,597,1
12984.0,1,97.5,18,0
12985.0,2,1239.38,0,0
12986.0,10,2729.84,428,1
12987.0,5,1312.21,73,0
12988.0,1,535.32,291,0
12989.0,33,13551.75,2,0
12990.0,7,955.5,30,0
12991.0,3,764.82,22,0
12992.0,1,93.35,724,1
12993.0,8,1259.63,22,0
12994.0,3,974.42,3,0
12995.0,1,211.32,84,0
12996.0,1,355.5,375,1
12997.0,8,2110.91,21,0
12998.0,3,920.08,492,1
12999.0,3,455.88,195,0
13000.0,4,1032.5,106,0
13001.0,33,24172.1,3,0
13002.0,3,414.13,317,0
13003.0,3,149.05,105,0
13004.0,36,11650.85,11,0
13005.0,4,999.68,173,0
13006.0,1,81.57,55,0
13007.0,1,175.25,579,1
13008.0,3,612.13,322,0
13009.0,1,234.0,672,1
13010.0,2,330.12,373,1
13011.0,1,101.1,371,1
13012.0,11,2972.83,8,0
13013.0,29,12625.77,0,0
13014.0,11,5381.08,10,0
13015.0,11,6586.42,52,0
13016.0,3,789.89,72,0
13017.0,1,204.0,6,0
13018.0,35,9763.16,15,0
13019.0,6,1229.95,378,1
13020.0,2,618.96,562,1
13021.0,17,4887.24,3,0
13022.0,1,65.3,429,1
13023.0,3,1449.03,63,0
13024.0,2,555.87,470,1
13025.0,1,323.39,731,1
13026.0,9,1733.08,0,0
13027.0,19,17335.2,113,0
13028.0,2,661.32,22,0
13029.0,5,1927.3,30,0
13030.0,2,1227.22,10,0
13031.0,5,3419.27,406,1
13032.0,9,2843.55,51,0
13033.0,2,220.55,356,0
13034.0,3,922.68,54,0
13035.0,3,1364.2,73,0
13036.0,1,307.1,684,1
13037.0,12,3914.95,137,0
13038.0,3,908.46,79,0
13039.0,4,1010.73,583,1
13040.0,2,676.99,8,0
13041.0,4,799.13,450,1
13042.0,3,1556.54,597,1
13043.0,1,516.42,272,0
13044.0,11,4853.9,290,0
13045.0,3,808.92,98,0
13046.0,3,949.25,30,0
13047.0,24,8795.16,31,0
13048.0,9,4084.21,13,0
13049.0,4,1408.24,63,0
13050.0,35,12344.53,14,0
13051.0,2,155.8,578,1
13052.0,7,3168.53,211,0
13053.0,1,127.65,621,1
13055.0,4,2321.11,77,0
13056.0,1,209.48,550,1
13057.0,3,722.09,529,1
13058.0,3,271.4,24,0
13059.0,10,2303.17,249,0
13060.0,1,307.53,253,0
13061.0,1,248.61,71,0
13062.0,1,346.98,190,0
13063.0,1,188.4,480,1
13064.0,6,1680.74,12,0
13065.0,5,1260.91,372,1
13066.0,2,470.8,23,0
13067.0,3,508.51,81,0
13068.0,2,344.0,9,0
13069.0,38,9683.13,0,0
13070.0,4,751.7,191,0
13071.0,1,129.22,611,1
13072.0,1,177.15,266,0
13073.0,2,418.08,410,1
13074.0,4,1378.74,510,1
13075.0,1,919.61,129,0
13076.0,1,135.4,457,1
13077.0,11,3064.67,0,0
13078.0,57,29532.45,2,0
13079.0,6,419.18,3,0
13080.0,4,280.73,178,0
13081.0,28,59205.15,11,0
13082.0,21,7335.75,125,0
13083.0,3,395.43,3,0
13084.0,1,122.4,491,1
13085.0,8,2433.28,157,0
13086.0,1,439.33,382,1
13087.0,1,313.64,725,1
13088.0,1,236.11,416,1
13089.0,203,116737.86,2,0
13090.0,24,14103.09,8,0
13091.0,3,2321.82,27,0
13092.0,12,2140.28,70,0
13093.0,55,54943.65,275,0
13094.0,13,2433.12,20,0
13095.0,1,74.4,70,0
13096.0,1,419.7,393,1
13097.0,28,13389.22,32,0
13098.0,28,28882.44,0,0
13099.0,1,207.36,98,0
13101.0,4,695.4,233,0
13102.0,37,11696.92,0,0
13103.0,3,709.64,39,0
13104.0,9,1709.1,2,0
13105.0,1,72.0,435,1
13106.0,2,603.46,132,0
13107.0,9,5253.07,43,0
13108.0,2,1098.52,372,1
13109.0,3,1134.03,59,0
13110.0,12,2957.47,30,0
13111.0,1,321.88,718,1
13112.0,1,20.6,540,1
13113.0,37,18625.73,0,0
13114.0,1,234.38,730,1
13115.0,10,5494.7,11,0
13116.0,1,501.14,137,0
13117.0,18,2643.81,21,0
13118.0,9,2415.41,19,0
13119.0,1,134.9,668,1
13120.0,1,30.6,238,0
13121.0,1,283.73,268,0
13122.0,2,922.39,93,0
13123.0,2,506.75,472,1
13124.0,4,4782.45,89,0
13125.0,1,158.57,523,1
13126.0,13,3998.25,4,0
13127.0,1,259.17,77,0
13128.0,1,263.5,630,1
13129.0,2,233.25,451,1
13130.0,1,64.0,93,0
13131.0,7,3313.77,22,0
13132.0,1,77.3,261,0
13133.0,3,200.45,273,0
13134.0,6,2475.23,85,0
13135.0,2,3371.45,196,0
13136.0,13,6274.56,55,0
13137.0,16,7712.7,10,0
13138.0,7,1467.24,21,0
13139.0,8,8202.98,15,0
13140.0,5,1215.68,107,0
13141.0,17,7668.58,84,0
13142.0,1,307.09,18,0
13143.0,1,405.1,584,1
13144.0,2,135.35,332,0
13145.0,7,1423.52,39,0
13146.0,1,228.91,25,0
13147.0,4,712.8,9,0
13148.0,26,8621.81,28,0
13149.0,4,1676.06,13,0
13150.0,3,449.97,483,1
13151.0,3,2580.74,295,0
13152.0,7,2146.38,416,1
13153.0,1,486.22,5,0
13154.0,3,1624.84,398,1
13155.0,6,1750.18,32,0
13156.0,3,1586.54,384,1
13157.0,9,5687.36,48,0
13158.0,5,1508.18,94,0
13159.0,4,1437.85,8,0
13160.0,1,91.8,21,0
13161.0,2,478.88,312,0
13162.0,16,9275.49,121,0
13163.0,1,17.65,609,1
13164.0,2,372.2,568,1
13165.0,3,1451.16,45,0
13166.0,2,884.18,282,0
13167.0,5,1125.15,18,0
13168.0,5,1875.31,35,0
13169.0,3,840.08,63,0
13170.0,1,116.01,26,0
13171.0,3,468.41,21,0
13172.0,1,69.6,399,1
13173.0,11,2639.35,3,0
13174.0,12,9494.84,15,0
13175.0,2,831.45,581,1
13176.0,1,492.84,45,0
13177.0,2,512.2,64,0
13178.0,21,14059.19,25,0
13179.0,1,572.31,618,1
13180.0,1,86.1,606,1
13181.0,1,359.69,380,1
13182.0,1,121.18,44,0
13183.0,15,7036.18,7,0
13184.0,10,1701.29,14,0
13185.0,1,71.4,267,0
13186.0,3,1575.89,39,0
13187.0,4,367.01,336,0
13188.0,1,114.6,10,0
13189.0,2,260.68,18,0
13190.0,3,570.66,543,1
13191.0,1,164.69,657,1
13192.0,6,2558.58,94,0
13193.0,1,117.88,60,0
13194.0,2,472.78,135,0
13195.0,1,172.38,413,1
13196.0,7,3068.84,10,0
13197.0,1,373.01,609,1
13198.0,8,4974.23,9,0
13199.0,67,16432.89,3,0
13200.0,4,870.09,18,0
13201.0,4,1240.61,501,1
13202.0,7,1580.3,393,1
13203.0,10,2648.25,9,0
13204.0,1,966.66,730,1
13205.0,1,2803.2,442,1
13206.0,13,8377.32,399,1
13207.0,4,535.86,14,0
13208.0,9,1988.5,58,0
13209.0,13,8509.51,29,0
13210.0,1,353.48,93,0
13211.0,10,2729.32,9,0
13212.0,3,788.08,19,0
13213.0,11,3851.52,56,0
13214.0,7,3264.23,417,1
13215.0,1,81.6,401,1
13216.0,1,333.74,267,0
13217.0,4,666.48,121,0
13218.0,1,62.64,126,0
13219.0,1,76.23,617,1
13220.0,5,1336.09,77,0
13221.0,2,847.41,239,0
13222.0,1,88.5,576,1
13223.0,6,969.12,199,0
13224.0,2,2155.95,59,0
13225.0,16,16260.07,2,0
13226.0,2,312.46,272,0
13227.0,1,257.7,201,0
13228.0,1,358.0,80,0
13229.0,1,160.95,225,0
13230.0,30,6360.78,3,0
13232.0,7,1357.6,12,0
13233.0,4,1176.46,73,0
13234.0,2,356.95,672,1
13235.0,1,1031.07,211,0
13236.0,2,744.85,24,0
13237.0,1,643.0,387,1
13238.0,6,1006.63,16,0
13239.0,5,1594.69,261,0
13240.0,8,1738.52,95,0
13241.0,1,115.58,411,1
13242.0,7,699.4,111,0
13243.0,5,1278.04,202,0
13244.0,1,121.74,92,0
13245.0,2,989.22,50,0
13246.0,11,3387.43,17,0
13247.0,4,501.12,17,0
13248.0,2,465.68,124,0
13249.0,9,1608.93,91,0
13250.0,2,256.04,460,1
